STAROST,POSAO,BRACNO_STANJE,OBRAZOVANJE,SREDNJE_GOD_STANJE_EUR,STAMBENI_KREDIT,LICNI_KREDIT,KONTAKT,DUZINA_RAZGOVORA_SEC,BROJ_RAZGOVORA,OROCENA_STEDNJA
57,tehnicar,u_braku,srednje,839,ne,da,nepoznato,225,1,ne
31,sluzavka,samac,osnevne,26965,ne,ne,mobilni,654,2,da
33,tehnicar,samac,srednje,716,da,ne,mobilni,234,2,ne
29,tehnicar,samac,visoko,2485,ne,ne,fiksni,48,6,ne
38,rukovodstvo,samac,visoko,15030,da,ne,mobilni,167,1,ne
37,admin.,u_braku,srednje,11303,ne,ne,mobilni,500,2,ne
33,preduzetnik,u_braku,visoko,595,ne,ne,mobilni,22,2,ne
30,rukovodstvo,samac,visoko,19358,ne,ne,mobilni,258,2,ne
31,samozaposlen,samac,srednje,203,ne,da,mobilni,177,1,ne
28,tehnicar,samac,visoko,183,da,da,nepoznato,62,2,ne
26,admin.,samac,srednje,255,ne,ne,mobilni,457,1,da
31,tehnicar,samac,srednje,102,da,ne,fiksni,460,2,ne
50,sluzavka,razveden(a),osnevne,94,da,ne,mobilni,184,4,ne
45,preduzetnik,u_braku,osnevne,58,da,ne,fiksni,119,3,ne
48,rukovodstvo,u_braku,osnevne,606,ne,ne,mobilni,77,6,ne
41,tehnicar,u_braku,srednje,0,ne,da,mobilni,107,1,ne
60,tehnicar,u_braku,osnevne,65,da,ne,nepoznato,1028,2,da
41,manuelni_poslovi,u_braku,srednje,338,da,ne,nepoznato,87,1,ne
43,manuelni_poslovi,u_braku,osnevne,757,da,ne,nepoznato,315,4,ne
36,rukovodstvo,u_braku,visoko,9269,da,da,mobilni,107,2,ne
40,manuelni_poslovi,u_braku,osnevne,1206,ne,da,fiksni,201,5,ne
28,rukovodstvo,samac,visoko,882,ne,da,mobilni,94,1,ne
27,student,samac,visoko,5291,ne,ne,mobilni,192,2,da
49,rukovodstvo,samac,srednje,61,da,ne,mobilni,185,2,ne
37,tehnicar,u_braku,visoko,0,da,ne,mobilni,77,1,ne
31,manuelni_poslovi,u_braku,srednje,1407,da,ne,mobilni,142,3,ne
31,tehnicar,samac,srednje,25,ne,ne,mobilni,381,1,ne
31,manuelni_poslovi,u_braku,srednje,1354,da,da,mobilni,222,2,ne
35,manuelni_poslovi,u_braku,osnevne,793,da,ne,mobilni,106,1,ne
51,manuelni_poslovi,razveden(a),nepoznato,10287,da,ne,nepoznato,117,1,ne
33,tehnicar,samac,srednje,5235,ne,ne,mobilni,67,3,ne
30,tehnicar,samac,visoko,3,da,ne,mobilni,45,2,ne
58,tehnicar,samac,srednje,409,ne,da,mobilni,643,2,ne
34,admin.,u_braku,visoko,35,da,ne,mobilni,76,1,ne
45,rukovodstvo,u_braku,visoko,-459,ne,ne,mobilni,508,6,ne
28,usluge,samac,srednje,198,ne,ne,mobilni,128,2,da
31,manuelni_poslovi,u_braku,osnevne,99,da,ne,mobilni,193,2,ne
40,rukovodstvo,u_braku,visoko,60,ne,ne,nepoznato,172,6,ne
30,usluge,samac,srednje,3485,ne,ne,mobilni,142,2,ne
34,preduzetnik,u_braku,srednje,-139,da,da,nepoznato,492,2,ne
40,manuelni_poslovi,u_braku,srednje,952,ne,da,nepoznato,140,1,ne
59,retired,u_braku,osnevne,1427,ne,ne,nepoznato,140,2,ne
43,tehnicar,samac,visoko,1017,da,ne,nepoznato,257,2,ne
41,rukovodstvo,u_braku,visoko,-29,ne,ne,mobilni,41,2,ne
33,tehnicar,razveden(a),srednje,9,ne,ne,mobilni,91,2,ne
33,rukovodstvo,u_braku,srednje,4040,da,ne,mobilni,132,2,ne
36,manuelni_poslovi,u_braku,srednje,13,ne,ne,nepoznato,284,1,ne
32,samozaposlen,samac,srednje,1259,ne,ne,mobilni,184,2,ne
25,admin.,u_braku,srednje,18,da,ne,mobilni,225,1,ne
25,manuelni_poslovi,u_braku,srednje,-76,da,ne,nepoznato,241,3,ne
38,tehnicar,samac,visoko,221,ne,ne,mobilni,79,3,ne
34,rukovodstvo,u_braku,visoko,136,da,ne,mobilni,156,1,ne
67,manuelni_poslovi,u_braku,srednje,16353,ne,ne,mobilni,223,2,ne
32,manuelni_poslovi,u_braku,srednje,-63,da,ne,nepoznato,198,1,ne
45,sluzavka,u_braku,osnevne,7353,ne,ne,mobilni,536,2,ne
33,manuelni_poslovi,u_braku,osnevne,511,da,ne,nepoznato,304,2,ne
38,admin.,u_braku,osnevne,3913,da,ne,mobilni,196,2,ne
32,tehnicar,razveden(a),srednje,1097,da,ne,nepoznato,298,2,ne
54,retired,razveden(a),visoko,6102,da,da,nepoznato,86,6,ne
51,admin.,razveden(a),srednje,340,da,ne,nepoznato,186,1,ne
42,manuelni_poslovi,u_braku,osnevne,-119,da,ne,mobilni,167,3,ne
41,admin.,u_braku,srednje,2993,da,ne,mobilni,24,12,ne
39,rukovodstvo,razveden(a),visoko,3575,ne,da,mobilni,74,3,ne
38,manuelni_poslovi,u_braku,srednje,361,da,ne,nepoznato,601,1,ne
39,rukovodstvo,u_braku,srednje,1072,da,ne,nepoznato,1168,2,ne
46,manuelni_poslovi,u_braku,osnevne,2904,ne,ne,mobilni,277,2,ne
50,preduzetnik,razveden(a),visoko,1790,ne,da,mobilni,748,3,ne
33,manuelni_poslovi,u_braku,srednje,86,da,ne,nepoznato,364,1,ne
37,tehnicar,u_braku,srednje,1633,da,ne,nepoznato,229,3,ne
31,rukovodstvo,u_braku,visoko,8312,ne,ne,mobilni,43,13,ne
34,manuelni_poslovi,razveden(a),nepoznato,172,ne,ne,mobilni,177,1,da
34,rukovodstvo,u_braku,visoko,0,da,ne,mobilni,262,1,da
36,rukovodstvo,u_braku,visoko,222,da,ne,mobilni,317,1,ne
40,tehnicar,u_braku,srednje,109,ne,ne,nepoznato,402,22,ne
40,manuelni_poslovi,u_braku,srednje,1451,ne,ne,mobilni,314,1,da
41,tehnicar,u_braku,srednje,1066,ne,ne,mobilni,109,3,da
52,rukovodstvo,u_braku,visoko,3163,ne,ne,mobilni,56,6,ne
40,usluge,samac,srednje,888,da,ne,nepoznato,169,2,ne
48,manuelni_poslovi,samac,nepoznato,428,da,ne,mobilni,127,1,ne
33,rukovodstvo,razveden(a),srednje,106,ne,ne,mobilni,175,3,ne
44,tehnicar,razveden(a),srednje,0,ne,ne,mobilni,56,2,ne
55,rukovodstvo,u_braku,visoko,979,ne,da,mobilni,123,1,ne
51,admin.,u_braku,srednje,2662,ne,ne,fiksni,148,2,ne
34,rukovodstvo,samac,visoko,84,ne,ne,mobilni,231,1,ne
58,retired,razveden(a),nepoznato,5920,da,ne,mobilni,255,1,ne
39,rukovodstvo,samac,visoko,816,da,ne,mobilni,37,3,ne
27,nezaposlen,samac,srednje,3276,ne,ne,mobilni,106,1,ne
55,rukovodstvo,razveden(a),nepoznato,2,da,ne,nepoznato,95,1,ne
35,tehnicar,samac,srednje,-51,ne,ne,nepoznato,134,2,ne
37,tehnicar,samac,visoko,3315,da,ne,mobilni,820,2,ne
52,tehnicar,u_braku,srednje,196,da,da,mobilni,116,1,ne
41,manuelni_poslovi,u_braku,srednje,552,da,ne,mobilni,463,1,ne
52,admin.,u_braku,srednje,2347,ne,da,mobilni,603,3,ne
34,manuelni_poslovi,samac,srednje,3723,da,ne,nepoznato,47,5,ne
53,rukovodstvo,razveden(a),osnevne,255,ne,ne,mobilni,126,1,ne
33,rukovodstvo,samac,visoko,3143,ne,ne,mobilni,421,2,da
47,samozaposlen,u_braku,srednje,0,ne,ne,nepoznato,174,8,ne
35,manuelni_poslovi,u_braku,srednje,6411,da,da,mobilni,144,1,ne
33,rukovodstvo,samac,visoko,1909,ne,ne,mobilni,191,2,ne
55,manuelni_poslovi,u_braku,osnevne,3873,ne,ne,fiksni,222,1,ne
58,samozaposlen,u_braku,osnevne,1013,da,ne,mobilni,206,1,da
44,admin.,u_braku,srednje,262,da,ne,mobilni,74,1,ne
25,usluge,samac,srednje,3217,da,ne,nepoznato,24,1,ne
37,tehnicar,samac,srednje,5436,da,ne,mobilni,7,11,ne
41,manuelni_poslovi,u_braku,osnevne,2067,da,ne,mobilni,493,7,ne
34,manuelni_poslovi,samac,srednje,215,ne,ne,mobilni,350,3,da
36,usluge,razveden(a),srednje,1594,ne,ne,nepoznato,250,3,ne
44,samozaposlen,u_braku,visoko,134,ne,ne,mobilni,86,4,ne
34,preduzetnik,razveden(a),visoko,262,ne,ne,mobilni,371,1,ne
56,manuelni_poslovi,razveden(a),osnevne,3021,ne,ne,nepoznato,419,2,ne
43,rukovodstvo,razveden(a),visoko,388,da,ne,nepoznato,2087,2,da
28,manuelni_poslovi,samac,srednje,3412,da,ne,mobilni,22,4,ne
54,manuelni_poslovi,u_braku,srednje,1291,da,ne,nepoznato,266,1,ne
37,tehnicar,razveden(a),srednje,79,ne,ne,mobilni,191,1,ne
59,samozaposlen,u_braku,visoko,2013,ne,ne,mobilni,222,4,da
58,manuelni_poslovi,razveden(a),srednje,543,ne,da,fiksni,264,3,ne
56,rukovodstvo,razveden(a),visoko,1016,da,ne,nepoznato,184,5,ne
32,manuelni_poslovi,samac,srednje,604,ne,da,mobilni,95,3,ne
42,rukovodstvo,samac,visoko,525,ne,ne,mobilni,127,2,ne
52,retired,razveden(a),osnevne,353,ne,ne,mobilni,395,4,ne
46,rukovodstvo,u_braku,visoko,964,da,ne,mobilni,174,1,ne
37,admin.,u_braku,visoko,3913,da,ne,mobilni,124,1,da
39,manuelni_poslovi,u_braku,osnevne,879,da,ne,nepoznato,102,2,ne
31,admin.,u_braku,srednje,314,da,ne,mobilni,279,1,ne
59,sluzavka,u_braku,osnevne,0,ne,ne,mobilni,76,11,ne
38,manuelni_poslovi,u_braku,srednje,1370,da,ne,mobilni,472,2,ne
58,rukovodstvo,u_braku,srednje,37,ne,ne,mobilni,84,11,ne
34,rukovodstvo,samac,visoko,673,da,da,mobilni,271,1,ne
40,usluge,u_braku,srednje,-342,da,ne,nepoznato,754,1,ne
20,student,samac,srednje,291,ne,ne,fiksni,172,5,ne
34,tehnicar,u_braku,srednje,209,da,da,mobilni,375,2,ne
31,tehnicar,samac,visoko,438,da,ne,mobilni,130,2,ne
39,admin.,samac,srednje,1242,da,ne,nepoznato,303,3,ne
34,preduzetnik,u_braku,visoko,355,da,ne,nepoznato,261,1,ne
24,manuelni_poslovi,u_braku,srednje,204,da,da,mobilni,229,3,ne
41,rukovodstvo,u_braku,visoko,10758,da,ne,mobilni,288,1,ne
40,rukovodstvo,u_braku,visoko,5,da,ne,mobilni,219,3,ne
45,tehnicar,samac,srednje,410,da,ne,nepoznato,891,4,da
36,rukovodstvo,u_braku,visoko,605,da,ne,nepoznato,204,1,ne
53,rukovodstvo,u_braku,visoko,4,ne,ne,nepoznato,19,6,ne
23,student,samac,srednje,8494,ne,ne,mobilni,158,2,ne
42,preduzetnik,u_braku,osnevne,198,da,ne,nepoznato,314,1,ne
48,manuelni_poslovi,u_braku,srednje,841,da,ne,nepoznato,215,1,ne
34,rukovodstvo,u_braku,visoko,8,ne,ne,mobilni,169,4,ne
36,admin.,u_braku,srednje,470,da,ne,mobilni,101,4,ne
43,retired,u_braku,srednje,520,da,ne,nepoznato,15,13,ne
36,manuelni_poslovi,u_braku,srednje,439,da,ne,nepoznato,260,5,ne
49,manuelni_poslovi,u_braku,srednje,-454,da,ne,mobilni,558,1,da
55,retired,u_braku,srednje,466,ne,ne,nepoznato,287,4,ne
53,retired,u_braku,srednje,665,da,ne,mobilni,371,2,da
42,tehnicar,u_braku,srednje,994,da,ne,mobilni,149,1,da
45,admin.,u_braku,srednje,5346,da,da,nepoznato,187,1,da
31,manuelni_poslovi,u_braku,srednje,1243,da,ne,nepoznato,32,1,ne
32,admin.,u_braku,visoko,0,da,ne,nepoznato,138,1,ne
36,manuelni_poslovi,u_braku,srednje,2357,da,ne,nepoznato,228,2,ne
56,retired,u_braku,srednje,1044,ne,ne,fiksni,353,2,da
46,admin.,u_braku,srednje,1069,da,ne,nepoznato,45,2,ne
41,sluzavka,samac,srednje,231,ne,ne,mobilni,76,2,ne
31,admin.,u_braku,srednje,0,da,da,nepoznato,144,2,ne
32,tehnicar,u_braku,srednje,266,da,ne,mobilni,168,2,ne
38,rukovodstvo,u_braku,visoko,-70,da,ne,mobilni,140,1,ne
49,retired,samac,osnevne,25824,ne,ne,nepoznato,94,1,ne
46,rukovodstvo,samac,osnevne,538,ne,ne,nepoznato,118,3,ne
29,tehnicar,samac,srednje,534,da,ne,mobilni,382,1,ne
36,admin.,u_braku,nepoznato,2323,ne,ne,mobilni,111,1,ne
38,admin.,u_braku,srednje,1852,da,ne,mobilni,298,2,ne
53,tehnicar,u_braku,srednje,2647,da,ne,nepoznato,121,1,ne
43,rukovodstvo,u_braku,visoko,2767,da,ne,nepoznato,317,7,ne
41,rukovodstvo,u_braku,visoko,176,da,da,nepoznato,42,1,ne
42,rukovodstvo,samac,srednje,9720,ne,ne,mobilni,81,2,ne
55,manuelni_poslovi,razveden(a),srednje,1613,da,ne,mobilni,296,1,da
39,admin.,razveden(a),srednje,2903,da,da,fiksni,259,2,ne
30,admin.,samac,srednje,81,da,ne,mobilni,121,6,ne
41,manuelni_poslovi,u_braku,srednje,780,da,ne,mobilni,432,3,ne
44,nezaposlen,u_braku,visoko,178,ne,ne,mobilni,126,2,ne
58,rukovodstvo,u_braku,visoko,299,ne,ne,mobilni,120,4,ne
35,retired,u_braku,osnevne,285,da,ne,mobilni,136,1,ne
27,manuelni_poslovi,u_braku,srednje,872,da,ne,mobilni,1130,3,ne
34,usluge,u_braku,srednje,1337,ne,ne,mobilni,330,2,da
25,usluge,u_braku,srednje,72,da,ne,mobilni,305,2,ne
36,manuelni_poslovi,u_braku,srednje,0,ne,ne,nepoznato,332,3,ne
38,manuelni_poslovi,u_braku,srednje,-388,da,ne,nepoznato,412,1,ne
30,admin.,u_braku,srednje,11,da,ne,mobilni,157,1,ne
47,manuelni_poslovi,razveden(a),srednje,-535,da,ne,mobilni,71,2,ne
41,usluge,razveden(a),srednje,787,da,ne,mobilni,297,2,ne
36,rukovodstvo,samac,visoko,3343,ne,ne,mobilni,307,1,ne
63,preduzetnik,u_braku,srednje,3904,ne,ne,fiksni,250,2,da
23,rukovodstvo,samac,visoko,736,da,ne,mobilni,119,1,ne
32,rukovodstvo,u_braku,visoko,1390,ne,ne,mobilni,116,2,ne
57,retired,u_braku,osnevne,808,ne,ne,fiksni,274,1,ne
48,rukovodstvo,u_braku,visoko,1147,ne,ne,mobilni,389,1,da
49,usluge,u_braku,srednje,1122,ne,ne,mobilni,143,1,ne
50,tehnicar,u_braku,srednje,-568,da,da,nepoznato,860,2,ne
33,manuelni_poslovi,u_braku,osnevne,1165,da,ne,nepoznato,420,2,ne
53,usluge,razveden(a),srednje,-905,da,ne,nepoznato,213,1,ne
30,nezaposlen,u_braku,visoko,0,da,ne,mobilni,756,1,ne
38,tehnicar,u_braku,srednje,740,ne,ne,mobilni,259,3,ne
44,rukovodstvo,u_braku,srednje,8262,da,ne,mobilni,201,16,ne
39,admin.,samac,srednje,14,da,da,nepoznato,19,9,ne
45,tehnicar,samac,nepoznato,7108,da,da,mobilni,53,1,ne
36,manuelni_poslovi,u_braku,srednje,1049,da,ne,mobilni,224,4,da
38,manuelni_poslovi,u_braku,srednje,0,da,ne,mobilni,57,5,ne
36,sluzavka,u_braku,srednje,419,da,ne,nepoznato,251,1,ne
30,rukovodstvo,samac,visoko,726,da,ne,mobilni,39,1,ne
28,tehnicar,razveden(a),visoko,594,da,da,nepoznato,54,3,ne
26,nezaposlen,u_braku,visoko,454,da,da,nepoznato,28,18,ne
54,nepoznato,u_braku,srednje,2206,ne,ne,mobilni,104,1,da
38,admin.,u_braku,visoko,1988,ne,ne,mobilni,164,2,da
32,tehnicar,samac,visoko,0,ne,ne,mobilni,268,2,ne
50,admin.,razveden(a),srednje,202,ne,da,mobilni,148,1,ne
43,manuelni_poslovi,u_braku,srednje,667,da,ne,nepoznato,228,3,ne
48,admin.,u_braku,srednje,112,ne,ne,mobilni,139,5,ne
57,sluzavka,u_braku,osnevne,50,ne,ne,mobilni,89,3,ne
64,sluzavka,u_braku,osnevne,768,ne,ne,mobilni,250,2,ne
26,usluge,razveden(a),srednje,74,da,ne,nepoznato,106,6,ne
33,manuelni_poslovi,u_braku,srednje,661,da,ne,mobilni,968,1,da
50,samozaposlen,u_braku,srednje,3025,ne,da,mobilni,168,3,ne
47,samozaposlen,u_braku,visoko,751,ne,ne,mobilni,408,14,ne
39,rukovodstvo,samac,visoko,416,ne,ne,mobilni,56,4,ne
52,usluge,u_braku,osnevne,14,ne,da,mobilni,55,5,ne
31,manuelni_poslovi,samac,osnevne,-502,da,ne,nepoznato,76,4,ne
50,manuelni_poslovi,u_braku,osnevne,0,ne,ne,mobilni,72,5,ne
47,tehnicar,u_braku,srednje,599,da,ne,mobilni,99,3,ne
30,rukovodstvo,samac,visoko,-218,da,ne,mobilni,13,15,ne
32,tehnicar,samac,visoko,1012,ne,ne,mobilni,178,1,ne
36,tehnicar,u_braku,srednje,300,ne,ne,nepoznato,287,1,ne
46,tehnicar,u_braku,visoko,217,da,ne,mobilni,141,1,ne
45,rukovodstvo,razveden(a),visoko,2096,ne,ne,mobilni,127,1,ne
37,tehnicar,samac,srednje,0,ne,ne,mobilni,69,2,ne
58,sluzavka,u_braku,osnevne,5278,da,ne,nepoznato,763,4,ne
59,rukovodstvo,u_braku,visoko,1831,ne,ne,mobilni,122,1,ne
28,rukovodstvo,u_braku,visoko,1480,da,ne,mobilni,143,1,ne
48,rukovodstvo,u_braku,visoko,7289,da,ne,mobilni,316,3,ne
55,manuelni_poslovi,u_braku,nepoznato,1665,ne,ne,fiksni,89,2,ne
37,manuelni_poslovi,samac,osnevne,851,da,ne,mobilni,151,1,ne
41,rukovodstvo,u_braku,visoko,2885,ne,ne,mobilni,40,1,ne
35,manuelni_poslovi,u_braku,srednje,137,ne,da,nepoznato,5,1,ne
34,manuelni_poslovi,samac,srednje,1239,da,ne,mobilni,90,1,ne
43,rukovodstvo,samac,visoko,146,ne,ne,mobilni,50,1,ne
59,tehnicar,u_braku,srednje,1,ne,ne,mobilni,159,2,da
50,manuelni_poslovi,razveden(a),osnevne,-10,ne,da,mobilni,369,6,ne
37,tehnicar,u_braku,srednje,480,ne,ne,mobilni,344,2,da
35,tehnicar,u_braku,srednje,2789,da,ne,mobilni,256,2,ne
50,tehnicar,samac,srednje,3897,ne,ne,mobilni,298,1,ne
36,tehnicar,razveden(a),srednje,487,ne,da,mobilni,268,3,ne
41,admin.,u_braku,srednje,5110,da,ne,mobilni,231,1,ne
28,rukovodstvo,u_braku,visoko,318,da,ne,nepoznato,4,4,ne
42,tehnicar,samac,visoko,-411,da,ne,mobilni,78,5,ne
60,retired,u_braku,srednje,4820,ne,ne,nepoznato,419,1,ne
28,rukovodstvo,samac,visoko,4937,da,ne,fiksni,421,3,ne
48,preduzetnik,u_braku,srednje,725,ne,da,mobilni,105,1,ne
51,preduzetnik,u_braku,visoko,5403,ne,ne,nepoznato,42,1,ne
32,tehnicar,u_braku,visoko,4089,ne,ne,mobilni,114,7,ne
35,tehnicar,u_braku,visoko,188,ne,ne,mobilni,286,2,ne
37,tehnicar,u_braku,nepoznato,189,ne,ne,mobilni,238,1,da
38,manuelni_poslovi,razveden(a),srednje,2998,da,ne,nepoznato,91,1,ne
77,retired,u_braku,srednje,610,ne,ne,mobilni,766,3,ne
32,rukovodstvo,samac,nepoznato,787,ne,ne,mobilni,92,1,ne
43,tehnicar,razveden(a),srednje,167,ne,ne,mobilni,211,3,ne
36,rukovodstvo,samac,visoko,243,da,ne,mobilni,160,2,ne
29,rukovodstvo,u_braku,visoko,877,ne,ne,mobilni,166,3,ne
32,admin.,samac,srednje,2817,da,ne,mobilni,195,1,ne
41,rukovodstvo,razveden(a),visoko,4567,da,da,mobilni,106,1,ne
26,usluge,samac,srednje,127,da,da,mobilni,85,3,ne
34,manuelni_poslovi,u_braku,osnevne,176,ne,ne,mobilni,78,1,ne
57,retired,u_braku,visoko,0,da,da,nepoznato,648,1,da
36,usluge,samac,srednje,1482,da,ne,mobilni,177,2,ne
42,manuelni_poslovi,u_braku,srednje,3052,da,ne,nepoznato,32,1,ne
35,tehnicar,razveden(a),srednje,56,ne,ne,mobilni,24,12,ne
52,preduzetnik,razveden(a),osnevne,278,da,ne,nepoznato,688,2,ne
36,rukovodstvo,samac,visoko,3875,da,ne,nepoznato,21,5,ne
46,tehnicar,u_braku,srednje,-337,da,ne,nepoznato,112,1,ne
60,rukovodstvo,razveden(a),visoko,366,ne,ne,mobilni,593,1,da
57,sluzavka,u_braku,osnevne,501,da,da,mobilni,59,2,ne
48,rukovodstvo,u_braku,visoko,998,da,ne,mobilni,121,3,ne
59,samozaposlen,u_braku,osnevne,0,da,ne,fiksni,97,2,ne
39,rukovodstvo,u_braku,visoko,246,ne,ne,mobilni,86,2,ne
44,manuelni_poslovi,u_braku,srednje,-182,da,da,mobilni,10,10,ne
27,rukovodstvo,samac,visoko,446,ne,ne,mobilni,205,3,ne
59,retired,u_braku,srednje,1173,ne,ne,nepoznato,77,2,ne
36,tehnicar,razveden(a),srednje,5957,da,ne,mobilni,138,2,ne
44,admin.,u_braku,srednje,205,ne,ne,mobilni,289,1,da
50,admin.,u_braku,srednje,0,ne,ne,mobilni,86,4,ne
41,rukovodstvo,razveden(a),visoko,369,da,ne,fiksni,9,3,ne
47,admin.,u_braku,srednje,1934,ne,da,mobilni,225,1,ne
32,tehnicar,samac,visoko,259,ne,ne,mobilni,407,4,ne
38,manuelni_poslovi,u_braku,srednje,284,da,da,nepoznato,1030,6,ne
55,manuelni_poslovi,u_braku,nepoznato,23,ne,ne,mobilni,123,2,ne
38,rukovodstvo,samac,visoko,1373,ne,ne,mobilni,119,4,ne
31,rukovodstvo,samac,visoko,62,da,ne,mobilni,175,1,ne
38,manuelni_poslovi,razveden(a),srednje,157,ne,ne,nepoznato,299,5,ne
29,nezaposlen,samac,visoko,991,ne,ne,mobilni,563,1,ne
55,usluge,u_braku,srednje,186,da,da,nepoznato,241,1,ne
35,nezaposlen,u_braku,srednje,977,da,ne,mobilni,52,4,ne
40,samozaposlen,samac,visoko,2893,ne,ne,mobilni,76,3,ne
34,manuelni_poslovi,u_braku,srednje,1897,da,da,mobilni,441,1,ne
32,tehnicar,samac,visoko,5514,ne,ne,mobilni,319,1,da
33,manuelni_poslovi,u_braku,srednje,889,da,ne,nepoznato,13,1,ne
33,rukovodstvo,u_braku,visoko,273,da,ne,nepoznato,803,1,da
37,admin.,u_braku,srednje,1193,ne,ne,mobilni,396,2,ne
58,rukovodstvo,u_braku,visoko,2729,ne,ne,nepoznato,188,1,ne
36,admin.,samac,srednje,0,ne,ne,mobilni,637,1,ne
42,manuelni_poslovi,u_braku,srednje,230,da,ne,nepoznato,175,7,ne
34,tehnicar,samac,srednje,2729,da,ne,mobilni,945,1,ne
35,rukovodstvo,u_braku,visoko,317,da,ne,nepoznato,162,3,ne
60,sluzavka,u_braku,osnevne,517,ne,ne,nepoznato,1178,3,ne
50,rukovodstvo,u_braku,visoko,-470,da,ne,mobilni,506,2,ne
28,samozaposlen,samac,visoko,4579,ne,ne,mobilni,409,2,da
27,manuelni_poslovi,razveden(a),srednje,1,da,ne,mobilni,116,3,ne
37,rukovodstvo,u_braku,visoko,5106,ne,ne,mobilni,244,1,da
31,tehnicar,u_braku,visoko,636,da,ne,mobilni,352,4,da
34,usluge,u_braku,srednje,1076,ne,ne,mobilni,152,1,da
38,rukovodstvo,u_braku,visoko,126,da,ne,nepoznato,164,2,ne
32,samozaposlen,u_braku,srednje,-33,da,ne,nepoznato,234,3,ne
37,tehnicar,u_braku,srednje,430,ne,ne,mobilni,154,4,ne
33,admin.,u_braku,srednje,-6,da,ne,nepoznato,566,2,ne
71,tehnicar,u_braku,visoko,383,ne,ne,mobilni,327,2,ne
27,tehnicar,u_braku,srednje,130,da,ne,mobilni,265,3,ne
38,manuelni_poslovi,u_braku,osnevne,2569,ne,ne,nepoznato,172,1,ne
34,tehnicar,samac,srednje,201,ne,ne,mobilni,257,2,ne
54,retired,razveden(a),visoko,0,ne,ne,nepoznato,618,1,da
30,manuelni_poslovi,u_braku,srednje,6,da,ne,mobilni,241,3,ne
35,preduzetnik,samac,srednje,475,ne,da,mobilni,936,4,ne
33,manuelni_poslovi,samac,srednje,706,da,ne,mobilni,329,1,ne
36,rukovodstvo,u_braku,srednje,1825,da,ne,mobilni,24,1,ne
59,samozaposlen,u_braku,visoko,185,ne,ne,mobilni,177,5,ne
72,manuelni_poslovi,u_braku,osnevne,4415,ne,ne,fiksni,120,1,ne
64,rukovodstvo,u_braku,visoko,679,ne,ne,fiksni,135,3,ne
53,tehnicar,razveden(a),srednje,320,ne,ne,mobilni,175,1,ne
35,rukovodstvo,samac,visoko,2988,da,ne,mobilni,179,1,ne
58,samozaposlen,u_braku,srednje,1407,da,ne,nepoznato,58,1,ne
40,tehnicar,u_braku,srednje,1270,ne,ne,mobilni,342,2,ne
41,usluge,razveden(a),srednje,654,da,ne,mobilni,139,2,ne
48,retired,u_braku,osnevne,5173,da,ne,nepoznato,88,8,ne
44,preduzetnik,u_braku,visoko,3463,da,da,mobilni,210,3,ne
39,manuelni_poslovi,u_braku,nepoznato,0,ne,ne,mobilni,731,1,ne
61,rukovodstvo,u_braku,visoko,6016,ne,ne,mobilni,670,3,da
36,preduzetnik,u_braku,osnevne,177,da,ne,nepoznato,63,5,ne
28,rukovodstvo,u_braku,visoko,3694,ne,da,mobilni,70,2,ne
58,retired,samac,srednje,1640,ne,da,mobilni,72,6,ne
60,admin.,razveden(a),srednje,174,da,ne,mobilni,241,1,ne
66,admin.,samac,srednje,10177,ne,ne,mobilni,272,4,ne
36,rukovodstvo,samac,visoko,490,ne,ne,mobilni,207,8,da
49,samozaposlen,u_braku,srednje,2576,da,ne,mobilni,64,6,ne
40,usluge,u_braku,srednje,0,ne,ne,nepoznato,543,2,ne
23,tehnicar,samac,srednje,598,ne,ne,mobilni,166,1,ne
29,rukovodstvo,samac,visoko,15459,ne,ne,mobilni,245,3,ne
44,manuelni_poslovi,u_braku,osnevne,271,da,da,nepoznato,94,1,ne
54,nepoznato,u_braku,nepoznato,2508,ne,ne,nepoznato,34,8,ne
47,manuelni_poslovi,u_braku,osnevne,320,ne,ne,fiksni,203,2,ne
33,admin.,u_braku,visoko,640,ne,ne,mobilni,318,1,ne
30,samozaposlen,u_braku,srednje,1772,da,ne,mobilni,158,4,ne
27,admin.,samac,srednje,15,ne,da,mobilni,177,1,ne
49,rukovodstvo,razveden(a),visoko,2370,da,da,nepoznato,56,1,ne
27,usluge,samac,srednje,201,da,ne,nepoznato,172,2,ne
51,manuelni_poslovi,u_braku,srednje,160,da,ne,mobilni,136,1,ne
32,admin.,razveden(a),srednje,5,da,da,mobilni,82,3,ne
30,manuelni_poslovi,samac,srednje,75,da,ne,nepoznato,123,1,ne
33,admin.,u_braku,srednje,4902,da,ne,mobilni,110,1,ne
27,manuelni_poslovi,samac,osnevne,-79,da,ne,nepoznato,385,5,ne
75,retired,razveden(a),srednje,1341,ne,ne,mobilni,415,7,da
37,usluge,razveden(a),srednje,490,da,ne,mobilni,73,1,ne
36,tehnicar,samac,srednje,1521,da,ne,nepoznato,243,2,ne
37,manuelni_poslovi,u_braku,srednje,131,da,ne,nepoznato,137,2,ne
35,rukovodstvo,u_braku,visoko,8,da,ne,nepoznato,55,4,ne
32,usluge,u_braku,srednje,-632,da,da,mobilni,18,5,ne
32,admin.,samac,srednje,116,ne,da,mobilni,255,2,ne
35,admin.,u_braku,osnevne,189,da,ne,mobilni,95,1,ne
